date,station,pm25,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,month,day_of_year,day_of_week,is_weekend,is_smog_season,doy_sin,doy_cos,pm25_lag1,pm25_roll7
2023-02-02,Dha,81.4,11.7,51.2,2.42,0.0,2,33,3,0,1,0.5380051715382996,0.8429415373547828,99.9,111.7
2023-02-03,Dha,81.9,12.7,68.0,8.37,0.0,2,34,4,0,1,0.5524353131676196,0.8335557718385699,81.4,107.10000000000001
2023-02-04,Dha,100.7,9.6,47.3,2.31,0.3,2,35,5,1,1,0.5667017562911176,0.8239230057575542,81.9,104.11428571428571
2023-02-05,Dha,131.9,8.8,53.9,2.03,0.4,2,36,6,1,1,0.5808002734538009,0.8140460935082178,100.7,101.9857142857143
2023-02-06,Dha,105.6,11.7,53.9,5.61,0.0,2,37,0,0,1,0.5947266869607634,0.8039279618328213,131.9,106.81428571428572
2023-02-07,Dha,113.4,14.6,37.5,3.98,0.0,2,38,1,0,1,0.6084768701151261,0.7935716089521474,105.6,103.35714285714286
2023-02-08,Dha,120.0,14.6,52.9,4.36,0.0,2,39,2,0,1,0.6220467484408675,0.7829801036770628,113.4,102.11428571428573
2023-02-09,Dha,122.4,12.2,43.0,3.82,0.0,2,40,3,0,1,0.6354323008901774,0.7721565844991642,120.0,104.98571428571428
2023-02-11,Dha,103.1,16.2,33.1,2.82,0.0,2,42,5,1,1,0.6616346182422783,0.7498264012045686,122.4,110.84285714285714
2023-02-12,Dha,78.3,11.2,38.2,5.74,1.6,2,43,6,1,1,0.6744436188329455,0.7383263540031065,103.1,113.87142857142858
2023-02-13,Dha,113.7,12.7,36.1,2.17,0.0,2,44,0,0,1,0.6870527672236669,0.7266075247685656,78.3,110.67142857142856
2023-02-14,Dha,64.7,12.6,44.7,10.07,0.2,2,45,1,0,1,0.6994583270516471,0.7146733860429609,113.7,108.07142857142857
2023-02-15,Dha,113.7,17.6,42.4,3.19,0.0,2,46,2,0,1,0.7116566222817746,0.7025274741691571,64.7,102.22857142857143
2023-02-16,Dha,112.6,12.7,53.7,2.4699999999999998,0.2,2,47,3,0,1,0.7236440382959124,0.6901733882429719,113.7,102.27142857142857
2023-02-17,Dha,107.8,7.3,43.1,1.75,0.0,2,48,4,0,1,0.7354170229639855,0.6776147890466889,112.6,101.21428571428571
2023-02-18,Dha,123.2,14.1,56.6,1.3,0.0,2,49,5,1,1,0.7469720876965552,0.6648553979642865,107.8,99.12857142857142
2023-02-19,Dha,76.1,15.5,54.6,5.45,0.0,2,50,6,1,1,0.7583058084785624,0.6518989958787126,123.2,102.0
2023-02-20,Dha,102.8,17.1,45.0,4.25,0.0,2,51,0,0,1,0.7694148268839378,0.6387494220515272,76.1,101.6857142857143
2023-02-21,Dha,96.3,13.1,53.3,4.45,0.0,2,52,1,0,1,0.7802958510707755,0.6254105729852463,102.8,100.12857142857142
2023-02-22,Dha,115.4,11.4,41.8,4.8,0.0,2,53,2,0,1,0.7909456567567772,0.6118864012687243,96.3,104.64285714285714
2023-02-23,Dha,103.4,16.8,33.8,1.81,0.0,2,54,3,0,1,0.8013610881746766,0.5981809144059164,115.4,104.88571428571429
2023-02-24,Dha,112.5,14.9,38.7,0.46,0.0,2,55,4,0,1,0.811539059007361,0.5842981736283684,103.4,103.57142857142857
2023-02-25,Dha,110.9,16.2,60.4,2.69,0.0,2,56,5,1,1,0.8214765533024142,0.5702422926917871,112.5,104.24285714285715
2023-02-26,Dha,75.2,13.6,40.8,4.95,0.0,2,57,6,1,1,0.8311706263658079,0.5560174366570446,110.9,102.48571428571428
2023-02-27,Dha,118.4,19.3,42.7,2.34,0.0,2,58,0,0,1,0.8406184056344782,0.5416278206559814,75.2,102.35714285714286
2023-02-28,Dha,88.3,12.6,40.9,6.07,1.1,2,59,1,0,1,0.8498170915275278,0.5270777086423722,118.4,104.58571428571429
2023-03-01,Dha,74.3,15.4,33.7,8.27,0.0,3,60,2,0,0,0.8587639582758029,0.5123714121284237,88.3,103.44285714285714
2023-03-02,Dha,73.0,17.0,44.6,4.49,0.0,3,61,3,0,0,0.8674563547295968,0.49751328890718066,74.3,97.57142857142857
2023-03-03,Dha,90.9,15.7,37.1,3.82,0.0,3,62,4,0,0,0.8758917051442429,0.48250774176121847,73.0,93.22857142857143
2023-03-04,Dha,84.6,17.9,29.6,5.3,0.0,3,63,5,1,0,0.8840675099433636,0.4673592171580022,90.9,90.14285714285714
2023-03-05,Dha,76.1,19.6,38.8,5.9,0.0,3,64,6,1,0,0.8919813464595485,0.45207220393230435,84.6,86.38571428571429
2023-03-06,Dha,117.2,17.3,41.2,2.81,0.0,3,65,0,0,0,0.8996308696522433,0.43665123195606403,76.1,86.51428571428572
2023-03-07,Dha,93.4,22.1,47.0,2.2,0.0,3,66,1,0,0,0.9070138128026359,0.4211008707960896,117.2,86.34285714285714
2023-03-08,Dha,79.9,10.5,48.2,7.12,0.0,3,67,2,0,0,0.9141279881853337,0.40542572835999735,93.4,87.07142857142857
2023-03-09,Dha,77.4,11.5,39.9,4.17,0.0,3,68,3,0,0,0.9209712877166346,0.38963044953078796,79.9,87.87142857142858
2023-03-10,Dha,80.5,14.9,54.2,8.71,0.0,3,69,4,0,0,0.9275416835791966,0.37371971479046906,77.4,88.5
2023-03-11,Dha,109.3,23.4,27.1,3.74,0.0,3,70,5,1,0,0.9338372288229252,0.35769823883312546,80.5,87.01428571428572
2023-03-12,Dha,88.9,17.6,44.5,2.84,0.0,3,71,6,1,0,0.9398560579418954,0.3415707691678556,109.3,90.54285714285713
2023-03-13,Dha,106.6,15.8,39.25,1.83,0.0,3,72,0,0,0,0.9455963874271426,0.3253420847119801,88.9,92.37142857142858
2023-03-14,Dha,82.5,16.0,34.0,7.34,0.0,3,73,1,0,0,0.9510565162951535,0.30901699437494745,106.6,90.85714285714286
2023-03-15,Dha,87.8,22.3,34.0,2.72,0.1,3,74,2,0,0,0.9562348265919056,0.29260033563334836,82.5,89.29999999999998
2023-03-16,Dha,79.2,23.3,34.0,6.77,0.0,3,75,3,0,0,0.9611297838723007,0.27609697309746883,87.8,90.42857142857143
2023-03-17,Dha,68.0,27.0,32.2,6.86,0.0,3,76,4,0,0,0.9657399376548549,0.2595117970697999,79.2,90.68571428571428
2023-03-19,Dha,93.1,20.2,46.6,3.27,0.0,3,78,6,1,0,0.9741004551724205,0.22611568550828828,68.0,88.89999999999999
2023-03-20,Dha,77.1,23.6,54.1,2.95,0.0,3,79,0,0,0,0.9778483415056568,0.20931464596304847,93.1,86.58571428571429
2023-03-21,Dha,79.3,19.8,61.6,3.34,0.0,3,80,1,0,0,0.9813064702716093,0.19245158197082998,77.1,84.89999999999999
2023-03-22,Dha,87.7,26.5,45.8,3.45,0.0,3,81,2,0,0,0.9844738167520922,0.1755314904214282,79.3,81.0
2023-03-23,Dha,97.6,11.1,56.5,3.06,0.0,3,82,3,0,0,0.9873494423939864,0.15855938510313478,87.7,81.74285714285713
2023-03-24,Dha,91.2,19.3,27.1,3.29,0.0,3,83,4,0,0,0.989932495087353,0.141540295217043,97.6,83.14285714285714
2023-03-25,Dha,86.6,19.4,36.5,1.97,0.0,3,84,5,1,0,0.9922222094179323,0.12447926388678915,91.2,84.85714285714286
2023-03-26,Dha,42.2,21.6,45.9,8.56,0.0,3,85,6,1,0,0.994217906893952,0.10738134666416309,86.6,87.5142857142857
2023-03-27,Dha,87.4,21.2,41.2,4.75,0.0,3,86,0,0,0,0.995918996147179,0.09025161003104117,42.2,80.24285714285713
2023-03-28,Dha,91.4,24.0,36.1,1.29,0.0,3,87,1,0,0,0.9973249731081555,0.07309512989807777,87.4,81.71428571428571
2023-03-29,Dha,65.7,17.3,32.2,3.2,0.0,3,88,2,0,0,0.9984354211555643,0.055916990100603484,91.4,83.44285714285715
2023-03-30,Dha,64.7,21.9,39.3,1.27,0.0,3,89,3,0,0,0.9992500112396835,0.03872228089217446,65.7,80.3
2023-03-31,Dha,80.3,17.3,32.7,0.77,0.0,3,90,4,0,0,0.9997685019798909,0.021516097436222254,64.7,75.60000000000001
2023-04-01,Dha,73.3,28.5,39.2,1.98,0.0,4,91,5,1,0,0.9999907397361901,0.004303538296244289,80.3,74.04285714285713
2023-04-02,Dha,74.5,20.1,24.8,9.105,0.0,4,92,6,1,0,0.9999166586547379,-0.01291029607500882,73.3,72.14285714285714
2023-04-04,Dha,8.3,25.6,34.6,16.23,0.0,4,94,1,0,0,0.9988797155850336,-0.04732138832243185,74.5,76.75714285714287
2023-04-05,Dha,75.8,18.9,37.6,2.78,0.0,4,95,2,0,0,0.9979171608653922,-0.06450844944931623,8.3,65.45714285714286
2023-04-06,Dha,69.7,25.6,23.6,1.4,0.0,4,96,3,0,0,0.9966589017541702,-0.08167639533042241,75.8,63.228571428571435
2023-04-07,Dha,70.6,22.4,28.4,3.41,0.0,4,97,4,0,0,0.9951053111006976,-0.09882013873287143,69.7,63.8
2023-04-08,Dha,59.3,21.9,30.1,3.66,0.0,4,98,5,1,0,0.9932568492674143,-0.11593459959550041,70.6,64.64285714285714
2023-04-09,Dha,64.3,27.4,31.8,1.67,0.0,4,99,6,1,0,0.9911140639934547,-0.1330147065341959,59.3,61.642857142857146
2023-04-10,Dha,55.8,22.7,31.8,1.08,0.0,4,100,0,0,0,0.9886775902323405,-0.1500553983446526,64.3,60.357142857142854
2023-04-11,Dha,53.0,26.5,41.3,5.23,0.0,4,101,1,0,0,0.9859481499638304,-0.16705162550211924,55.8,57.68571428571429
2023-04-12,Dha,32.1,21.3,22.9,8.19,0.0,4,102,2,0,0,0.9829265519799822,-0.18399835165768005,53.0,64.07142857142857
2023-04-13,Dha,68.7,28.3,24.8,0.32,0.0,4,103,3,0,0,0.9796136916454901,-0.20089055513063506,32.1,57.82857142857142
2023-04-14,Dha,58.6,26.2,23.0,1.28,0.0,4,104,4,0,0,0.9760105506323683,-0.21772323039653177,68.7,57.685714285714276
2023-04-15,Dha,50.1,22.0,20.5,2.98,0.1,4,105,5,1,0,0.9721181966290613,-0.23449138957040985,58.6,55.97142857142857
2023-04-16,Dha,69.8,18.8,40.5,0.84,0.0,4,106,6,1,0,0.9679377830240642,-0.25119006388481935,50.1,54.65714285714286
2023-04-17,Dha,72.0,28.8,37.7,3.57,0.0,4,107,0,0,0,0.9634705485641488,-0.2678143051621742,69.8,55.44285714285714
2023-04-18,Dha,67.9,24.1,37.1,3.16,0.0,4,108,1,0,0,0.9587178169872964,-0.2843591872810034,72.0,57.75714285714285
2023-04-19,Dha,76.0,20.7,22.1,0.18,0.0,4,109,2,0,0,0.9536809966304457,-0.30081980763566735,67.9,59.885714285714286
2023-04-20,Dha,61.1,24.0,30.5,2.42,0.0,4,110,3,0,0,0.9483615800121715,-0.3171912885891061,76.0,66.15714285714286
2023-04-21,Dha,45.7,30.3,33.0,1.94,0.1,4,111,4,0,0,0.9427611433904207,-0.3334687789181868,61.1,65.07142857142857
2023-04-22,Dha,24.1,29.5,39.4,6.84,0.0,4,112,5,1,0,0.9368813462954315,-0.3496474552512284,45.7,63.228571428571435
2023-04-23,Dha,61.9,24.8,45.5,3.16,0.0,4,113,6,1,0,0.9307239310379795,-0.36572252349726897,24.1,59.51428571428572
2023-04-24,Dha,49.2,29.3,45.9,4.15,0.0,4,114,0,0,0,0.9242907221930934,-0.3816892202666588,61.9,58.38571428571429
2023-04-25,Dha,41.0,25.4,26.3,5.14,0.0,4,115,1,0,0,0.9175836260593937,-0.39754281428255595,49.2,55.12857142857143
2023-04-26,Dha,57.2,23.3,34.1,4.77,0.0,4,116,2,0,0,0.9106046300942163,-0.4132786077829042,41.0,51.285714285714285
2023-04-27,Dha,36.2,32.8,36.8,4.4,0.0,4,117,3,0,0,0.9033558023246845,-0.4288919379124835,57.2,48.6
2023-04-29,Dha,60.6,27.2,37.5,1.23,0.0,4,119,5,1,0,0.8880573226294932,-0.45973273945210397,36.2,45.042857142857144
2023-05-01,Dha,13.7,31.5,26.2,4.26,0.0,5,121,0,0,0,0.8717063187093219,-0.49002866642905923,60.6,47.17142857142857
2023-05-02,Dha,42.1,26.6,39.7,1.0,0.0,5,122,1,0,0,0.8631421280499114,-0.5049610547215204,13.7,45.68571428571429
2023-05-03,Dha,57.5,28.4,31.6,0.89,4.5,5,123,2,0,0,0.854322169749827,-0.5197438121555155,42.1,42.857142857142854
2023-05-04,Dha,33.6,27.7,18.1,1.58,0.0,5,124,3,0,0,0.8452490573530633,-0.5343725582809786,57.5,44.042857142857144
2023-05-05,Dha,32.9,30.5,44.1,3.71,0.0,5,125,4,0,0,0.8359254794186372,-0.548842958284719,33.6,42.98571428571429
2023-05-08,Dha,48.8,29.2,33.5,3.74,0.0,5,128,0,0,0,0.8064799463209448,-0.5912614448635781,32.9,39.51428571428572
2023-05-09,Dha,44.4,30.0,22.8,3.46,0.2,5,129,1,0,0,0.7961828637826158,-0.6050560696488488,48.8,41.31428571428571
2023-05-10,Dha,55.0,24.0,29.6,2.92,0.0,5,130,2,0,0,0.7856498550787147,-0.6186714032625031,44.4,39.0
2023-05-11,Dha,43.3,26.0,38.6,3.81,0.0,5,131,3,0,0,0.7748840413670407,-0.6321034111873487,55.0,44.9
2023-05-12,Dha,49.1,24.8,39.3,1.9,0.0,5,132,4,0,0,0.7638886127905428,-0.6453481132295501,43.3,45.07142857142857
2023-05-13,Dha,47.6,30.1,43.0,4.67,0.0,5,133,5,1,0,0.7526668275320084,-0.6584015846980488,49.1,43.871428571428574
2023-05-14,Dha,48.6,26.9,43.9,4.41,0.0,5,134,6,1,0,0.741222010848596,-0.6712599575675313,47.6,45.871428571428574
2023-05-15,Dha,58.1,28.2,30.7,1.09,0.0,5,135,0,0,0,0.7295575540864875,-0.6839194216246106,48.6,48.114285714285714
2023-05-16,Dha,19.7,32.7,29.8,0.85,0.0,5,136,1,0,0,0.717676913675962,-0.6963762255968722,58.1,49.44285714285714
2023-05-17,Dha,62.3,27.8,27.4,0.28,0.0,5,137,2,0,0,0.705583610107178,-0.7086266782644596,19.7,45.91428571428571
2023-05-18,Dha,29.6,30.5,36.1,3.86,0.0,5,138,3,0,0,0.6932812268869777,-0.7206671495538609,62.3,46.957142857142856
2023-05-19,Dha,26.9,39.8,44.9,1.0,0.0,5,139,4,0,0,0.6807734094770161,-0.7324940716135789,29.6,45.0
2023-05-20,Dha,23.7,28.3,40.6,5.3,0.0,5,140,5,1,0,0.6680638642135335,-0.7441039398713607,26.9,41.82857142857143
2023-05-22,Dha,55.5,32.2,42.1,4.885,0.0,5,142,0,0,0,0.6420547132365637,-0.766658819300159,23.7,38.41428571428571
2023-05-23,Dha,23.0,34.5,40.55,4.47,0.0,5,143,1,0,0,0.6287628145958344,-0.777597146973627,55.5,39.39999999999999
2023-05-24,Dha,36.4,31.9,39.0,1.22,0.0,5,144,2,0,0,0.6152845999633276,-0.7883050558305255,23.0,34.385714285714286
2023-05-26,Dha,14.2,31.1,39.8,3.53,0.0,5,146,4,0,0,0.5877852522924732,-0.8090169943749473,36.4,36.771428571428565
2023-05-27,Dha,41.4,38.3,40.0,0.99,3.6,5,147,5,1,0,0.5737722679043246,-0.8190148866680801,14.2,29.9
2023-05-28,Dha,8.0,36.8,49.1,3.99,0.0,5,148,6,1,0,0.5595892624101765,-0.8287700871745038,41.4,31.585714285714285
2023-05-29,Dha,16.8,35.2,51.3,2.26,0.0,5,149,0,0,0,0.545240438540651,-0.8382797052177744,8.0,28.885714285714283
2023-05-30,Dha,21.7,36.5,36.2,2.7,0.0,5,150,1,0,0,0.5307300481619334,-0.8475409228928311,16.8,27.900000000000002
2023-05-31,Dha,23.8,29.7,37.3,4.03,0.0,5,151,2,0,0,0.5160623910158528,-0.8565509959010036,21.7,23.071428571428573
2023-06-01,Dha,34.6,30.4,60.7,2.12,0.0,6,152,3,0,0,0.5012418134457758,-0.865307254363206,23.8,23.185714285714287
2023-06-02,Dha,24.9,33.5,33.2,3.68,0.0,6,153,4,0,0,0.48627270710869,-0.8738071036110808,34.6,22.928571428571427
2023-06-04,Dha,24.5,31.2,49.0,0.98,0.3,6,155,6,1,0,0.4559066935084588,-0.8900275764346767,24.9,24.45714285714286
2023-06-05,Dha,24.4,34.2,41.1,0.95,0.0,6,156,0,0,0,0.440518784350495,-0.8977433935342337,24.5,22.042857142857144
2023-06-06,Dha,8.0,30.7,46.1,4.28,0.0,6,157,1,0,0,0.42500033996955416,-0.9051931898913974,24.4,24.385714285714283
2023-06-07,Dha,8.0,35.4,42.6,5.62,0.2,6,158,2,0,0,0.4093559588156213,-0.9123747579707273,8.0,23.128571428571426
2023-06-08,Dha,9.8,34.4,42.7,2.48,0.0,6,159,3,0,0,0.39359027665646673,-0.9192859697186104,8.0,21.17142857142857
2023-06-09,Dha,8.0,33.4,40.5,0.92,2.8,6,160,4,0,0,0.3777079652039649,-0.9259247771938498,9.8,19.171428571428574
2023-06-10,Dha,32.9,34.9,51.9,4.81,2.4,6,161,5,1,0,0.36171373072976765,-0.9322892131745133,8.0,15.37142857142857
2023-06-11,Dha,8.0,32.0,19.8,1.03,1.6,6,162,6,1,0,0.3456123126707335,-0.9383773917408641,32.9,16.514285714285712
2023-06-12,Dha,9.5,33.5,33.1,3.89,2.3,6,163,0,0,0,0.3294084822245304,-0.9441875088341993,8.0,14.157142857142857
2023-06-13,Dha,10.9,34.8,45.0,3.06,1.3,6,164,1,0,0,0.3131070409358269,-0.9497178427914316,9.5,12.028571428571428
2023-06-14,Dha,14.7,41.0,32.9,1.89,0.0,6,165,2,0,0,0.29671281927349075,-0.9549667548552551,10.9,12.442857142857145
2023-06-15,Dha,8.0,34.2,50.5,8.43,0.6,6,166,3,0,0,0.2802306751992159,-0.9599326896597447,14.7,13.4
2023-06-16,Dha,8.0,35.4,45.2,5.11,1.7,6,167,4,0,0,0.26366549272800704,-0.9646141756912435,8.0,13.142857142857142
2023-06-17,Dha,37.9,29.4,39.9,1.66,0.0,6,168,5,1,0,0.24702218048093552,-0.9690098257244062,8.0,13.142857142857142
2023-06-18,Dha,8.0,37.1,53.8,8.64,0.0,6,169,6,1,0,0.23030567023061221,-0.9731183372332619,37.9,13.857142857142858
2023-06-19,Dha,27.3,35.9,43.1,1.61,0.0,6,170,0,0,0,0.21352091543979612,-0.9769384927771817,8.0,13.857142857142858
2023-06-20,Dha,8.0,30.5,44.7,1.52,8.2,6,171,1,0,0,0.19667288979357647,-0.980469160361632,27.3,16.4
2023-06-21,Dha,8.0,42.3,46.3,3.84,0.0,6,172,2,0,0,0.1797665857255624,-0.9837092937736097,8.0,15.985714285714284
2023-06-22,Dha,8.0,36.2,36.3,1.91,0.0,6,173,3,0,0,0.16280701293851715,-0.986657932891657,8.0,15.028571428571428
2023-06-23,Dha,17.2,34.5,45.6,0.73,0.0,6,174,4,0,0,0.1457991969198751,-0.9893142039703663,8.0,15.028571428571428
2023-06-24,Dha,15.6,35.3,57.1,5.6,0.0,6,175,5,1,0,0.12874817745258132,-0.99167731989929,17.2,16.342857142857145
2023-06-25,Dha,20.9,36.0,49.8,0.4,0.0,6,176,6,1,0,0.11165900712169512,-0.993746580436178,15.6,13.157142857142857
2023-06-26,Dha,12.8,32.3,47.2,2.96,0.0,6,177,0,0,0,0.09453674981719912,-0.9955213724144752,20.9,15.0
2023-06-27,Dha,8.0,37.0,38.0,2.32,2.6,6,178,1,0,0,0.07738647923346301,-0.9970011699250151,12.8,12.928571428571429
2023-06-28,Dha,20.8,32.8,42.7,0.7,0.0,6,179,2,0,0,0.06021327736579302,-0.9981855344718586,8.0,12.928571428571429
2023-06-29,Dha,28.8,35.1,56.7,1.59,0.0,6,180,3,0,0,0.04302223300453059,-0.99907411510223,20.8,14.757142857142858
2023-06-30,Dha,8.0,35.4,49.0,6.26,1.0,6,181,4,0,0,0.02581844022713308,-0.9996666485105112,28.8,17.72857142857143
2023-07-01,Dha,17.3,34.5,51.5,0.45,0.5,7,182,5,1,0,0.008606996888688698,-0.9999629591162655,8.0,16.414285714285715
2023-07-02,Dha,9.1,30.8,46.7,1.79,0.0,7,183,6,1,0,-0.008606996888688009,-0.9999629591162655,17.3,16.65714285714286
2023-07-03,Dha,17.2,35.0,53.0,2.63,0.8,7,184,0,0,0,-0.02581844022713239,-0.9996666485105112,9.1,14.971428571428572
2023-07-04,Dha,19.4,36.0,51.6,0.59,0.0,7,185,1,0,0,-0.04302223300453034,-0.99907411510223,17.2,15.6
2023-07-05,Dha,8.0,36.9,72.9,3.09,0.0,7,186,2,0,0,-0.060213277365792774,-0.9981855344718586,19.4,17.228571428571428
2023-07-06,Dha,8.0,37.2,46.8,2.29,0.3,7,187,3,0,0,-0.07738647923346322,-0.9970011699250151,8.0,15.399999999999997
2023-07-07,Dha,17.6,39.7,46.9,3.42,0.0,7,188,4,0,0,-0.09453674981719933,-0.9955213724144752,8.0,12.428571428571429
2023-07-08,Dha,10.7,35.7,48.6,2.45,0.0,7,189,5,1,0,-0.11165900712169444,-0.9937465804361781,17.6,13.799999999999999
2023-07-09,Dha,8.0,36.5,60.2,1.31,0.0,7,190,6,1,0,-0.12874817745258066,-0.99167731989929,10.7,12.857142857142858
2023-07-10,Dha,18.7,31.7,54.1,1.42,2.5,7,191,0,0,0,-0.14579919691987442,-0.9893142039703664,8.0,12.700000000000001
2023-07-11,Dha,8.0,33.9,52.3,5.27,0.0,7,192,1,0,0,-0.16280701293851646,-0.9866579328916572,18.7,12.914285714285715
2023-07-12,Dha,8.0,37.2,53.9,4.97,2.0,7,193,2,0,0,-0.17976658572556214,-0.9837092937736098,8.0,11.285714285714286
2023-07-13,Dha,17.1,36.7,50.4,3.74,1.1,7,194,3,0,0,-0.19667288979357622,-0.9804691603616321,8.0,11.285714285714286
2023-07-14,Dha,32.0,40.6,41.0,0.68,0.0,7,195,4,0,0,-0.2135209154397959,-0.9769384927771817,17.1,12.585714285714285
2023-07-15,Dha,24.7,36.6,46.9,2.82,0.0,7,196,5,1,0,-0.23030567023061196,-0.973118337233262,32.0,14.642857142857142
2023-07-16,Dha,8.0,39.5,47.2,2.16,0.0,7,197,6,1,0,-0.24702218048093527,-0.9690098257244063,24.7,16.642857142857142
2023-07-17,Dha,8.0,39.2,55.1,10.94,0.0,7,198,0,0,0,-0.2636654927280072,-0.9646141756912435,8.0,16.642857142857142
2023-07-18,Dha,12.2,30.5,52.7,2.17,0.0,7,199,1,0,0,-0.2802306751992161,-0.9599326896597445,8.0,15.114285714285716
2023-07-19,Dha,12.2,36.6,55.8,1.9,4.0,7,200,2,0,0,-0.2967128192734901,-0.9549667548552553,12.2,15.714285714285714
2023-07-20,Dha,10.1,33.1,57.5,3.24,0.0,7,201,3,0,0,-0.3131070409358267,-0.9497178427914317,12.2,16.314285714285713
2023-07-22,Dha,23.6,32.8,42.0,1.82,0.0,7,203,5,1,0,-0.3456123126707333,-0.9383773917408642,10.1,15.314285714285715
2023-07-23,Dha,8.0,37.3,71.4,2.47,5.0,7,204,6,1,0,-0.3617137307297674,-0.9322892131745134,23.6,14.114285714285714
2023-07-24,Dha,18.7,33.7,61.4,1.31,6.6,7,205,0,0,0,-0.37770796520396466,-0.9259247771938499,8.0,11.728571428571428
2023-07-25,Dha,8.0,31.2,58.4,1.82,0.0,7,206,1,0,0,-0.39359027665646645,-0.9192859697186105,18.7,13.257142857142856
2023-07-26,Dha,24.5,39.5,54.6,1.34,0.0,7,207,2,0,0,-0.4093559588156211,-0.9123747579707274,8.0,13.257142857142856
2023-07-27,Dha,13.9,36.5,61.1,5.63,0.0,7,208,3,0,0,-0.42500033996955394,-0.9051931898913975,24.5,15.014285714285714
2023-07-28,Dha,8.0,30.1,43.8,5.05,0.0,7,209,4,0,0,-0.4405187843504952,-0.8977433935342336,13.9,15.257142857142856
